iter	Logloss
634	0.4707507106
635	0.4706283813
636	0.4705422358
637	0.4705201726
638	0.4705089907
639	0.4703388972
640	0.4702470409
641	0.4702365101
642	0.4702185999
643	0.4701634569
644	0.4700440258
645	0.4700113532
646	0.4700030763
647	0.4700006533
648	0.4699968415
649	0.4699307249
650	0.4699096722
651	0.4699026451
652	0.4698189139
653	0.4698083438
654	0.4696907688
655	0.4696488698
656	0.4695097338
657	0.4695055014
658	0.4693672866
659	0.4692513869
660	0.4692026174
661	0.469040381
662	0.4690336642
663	0.4689527487
664	0.4689016361
665	0.4688890394
666	0.4688805769
667	0.4688006754
668	0.4686772856
669	0.4685947522
670	0.4685915757
671	0.4685825459
672	0.4685006269
673	0.4684507014
674	0.4684476241
675	0.4683838558
676	0.4683483416
677	0.4682567098
678	0.4682425977
679	0.4681906427
680	0.4680647872
681	0.4680435939
682	0.4680143431
683	0.467924207
684	0.4679032303
685	0.4679003599
686	0.4678027689
687	0.467648955
688	0.4676458787
689	0.4676062393
690	0.4674775096
691	0.467464111
692	0.4674060091
693	0.4673926536
694	0.4673808643
695	0.4672295763
696	0.4672180255
697	0.4671407231
698	0.4671152702
699	0.4669655636
700	0.4668598988
701	0.4667552846
702	0.4666941748
703	0.4666506736
704	0.4666075311
705	0.4665937721
706	0.4664701701
707	0.4664552507
708	0.4664426876
709	0.4664207084
710	0.4664133029
711	0.4663862601
712	0.4663149538
713	0.4662440867
714	0.4662212775
715	0.4661191681
716	0.4660953508
717	0.4660926602
718	0.4660357565
719	0.4660256503
720	0.4659821077
721	0.4659715577
722	0.4659647721
723	0.4659596346
724	0.4659468922
725	0.4659340111
726	0.4659241577
727	0.4658709897
728	0.4658641205
729	0.4657906704
730	0.4657450934
731	0.4656033285
732	0.465535453
733	0.4654906242
734	0.4654472674
735	0.4653927614
736	0.4653914374
737	0.465380248
738	0.465306039
739	0.4652996632
740	0.4652904527
741	0.4652390608
742	0.46510027
743	0.4650885157
744	0.4650225422
745	0.4649569688
746	0.4649167898
747	0.4648196569
748	0.4646832762
749	0.464671915
750	0.4646607722
751	0.4646560249
752	0.4646363054
753	0.4645509776
754	0.4644835217
755	0.464465573
756	0.464331231
757	0.4642184571
758	0.4642027996
759	0.4641385982
760	0.4641052909
761	0.4640639977
762	0.4640508389
763	0.463976436
764	0.4638450639
765	0.463780386
766	0.4637750841
767	0.4636714265
768	0.463618779
769	0.4635095815
770	0.4634010655
771	0.4633040038
772	0.4632136637
773	0.4631067567
774	0.4629804567
775	0.4629102375
776	0.4628447637
777	0.4627849578
778	0.4627480924
779	0.4627106015
780	0.4626986166
781	0.4626744473
782	0.4626340456
783	0.4625888999
784	0.4625832868
785	0.4625188435
786	0.4624603516
787	0.4623967562
788	0.4623102861
789	0.4622339181
790	0.4622292636
791	0.4622117291
792	0.4621444367
793	0.4621429472
794	0.4620768715
795	0.4619564438
796	0.4619041934
797	0.4618037991
798	0.4617954068
799	0.4617344472
800	0.4616914023
801	0.4616877854
802	0.4615695239
803	0.4615418985
804	0.461533119
805	0.4614897236
806	0.4614538313
807	0.461453028
808	0.4613983482
809	0.4613555214
810	0.4612756614
811	0.4611597972
812	0.4611563438
813	0.4610756304
814	0.4610390069
815	0.4610359063
816	0.4609935504
817	0.460951496
818	0.4609101017
819	0.4608601746
820	0.4608024371
821	0.4607447396
822	0.4606992904
823	0.4606636598
824	0.4606606812
825	0.460652516
826	0.4605400501
827	0.4604464648
828	0.4604369053
829	0.460405028
830	0.4603877802
831	0.4603871519
832	0.4603715839
833	0.4603194604
834	0.460242758
835	0.4601595954
836	0.4601003112
837	0.4600609416
838	0.4599517477
839	0.4598967208
840	0.4597884178
841	0.4597873149
842	0.4597379018
843	0.4597252362
844	0.4597236722
845	0.4596694991
846	0.4596180886
847	0.4596175239
848	0.4595990586
849	0.4595253524
850	0.4595010071
851	0.4594863275
852	0.4593802405
853	0.459374373
854	0.4593261519
855	0.4593248215
856	0.4592761671
857	0.4592039217
858	0.4591516243
859	0.4591458
860	0.4591445023
861	0.4591336749
862	0.4591323835
863	0.4590691587
864	0.4590161537
865	0.4589452425
866	0.4589140026
867	0.4588835793
868	0.4588184201
869	0.4587732424
870	0.4587445002
871	0.4587308592
872	0.4586288396
873	0.4585273872
874	0.4584990911
875	0.458496675
876	0.4584938784
877	0.4584801969
878	0.4584465891
879	0.4584324838
880	0.4584293444
881	0.4583936237
882	0.4583871419
883	0.458368056
884	0.4583649677
885	0.4583343295
886	0.4582959643
887	0.4581962164
888	0.4581660255
889	0.4580669665
890	0.4580562062
891	0.4580510156
892	0.4580184073
893	0.4579719214
894	0.4579500304
895	0.4578785402
896	0.4578345206
897	0.4578315227
898	0.4577826485
899	0.4577818324
900	0.4577235039
901	0.4577210731
902	0.4577130233
903	0.4577049714
904	0.4576726364
905	0.4576022278
906	0.4575972537
907	0.457568747
908	0.4575651767
909	0.4575587826
910	0.4575012828
911	0.4574991927
912	0.4574988319
913	0.4574959865
914	0.4574826173
915	0.4574795476
916	0.4574671338
917	0.4574201327
918	0.4573603604
919	0.4573523294
920	0.4572885242
921	0.4572749129
922	0.4572534913
923	0.4572280008
924	0.4571951549
925	0.4571010139
926	0.457007388
927	0.4569799606
928	0.4568870018
929	0.4568250996
930	0.4567795464
931	0.456774899
932	0.4567715781
933	0.456739834
934	0.456715466
935	0.4567144444
936	0.456714115
937	0.456657438
938	0.4566143372
939	0.4565231977
940	0.4565213144
941	0.45649417
942	0.456467565
943	0.4564657059
944	0.4564400028
945	0.4563801782
946	0.4563413877
947	0.4563291611
948	0.4562868142
949	0.4562125979
950	0.4561388161
951	0.4561008856
952	0.4560750691
953	0.4560697935
954	0.4559815283
955	0.4559404543
956	0.4559208276
957	0.4558666873
958	0.4557794421
959	0.4557787856
960	0.4557068238
961	0.4557051384
962	0.4556635555
963	0.4556340667
964	0.4556050101
965	0.4555996673
966	0.4555967376
967	0.4555109018
968	0.4555079488
969	0.4554712693
970	0.4554279827
971	0.455413194
972	0.4553607863
973	0.4553545345
974	0.4553536763
975	0.455333375
976	0.4553331126
977	0.4552772784
978	0.4552413533
979	0.4552258488
980	0.455141861
981	0.4550727345
982	0.4550179466
983	0.4549635172
984	0.4549131003
985	0.4549123307
986	0.4548757761
987	0.454833117
988	0.4548223436
989	0.454797533
990	0.4547588124
991	0.4547489961
992	0.4546674742
993	0.4546639398
994	0.45461113
995	0.4545694538
996	0.454534153
997	0.4545115365
998	0.4544890627
999	0.4544817503
